Symbol,Signal,Price,EMA10,EMA20,EMA40,Status
MO,🟢 BULLISH (Above All EMAs),68.73,66.79,65.21,63.12,✅ Price > EMA10 > EMA20 > EMA40
CME,🟢 BULLISH (Above All EMAs),311.39,304.04,298.31,290.31,✅ Price > EMA10 > EMA20 > EMA40
TT,🟢 BULLISH (Above All EMAs),459.91,458.75,445.4,429.14,✅ Price > EMA10 > EMA20 > EMA40
SO,🟢 BULLISH (Above All EMAs),95.13,92.65,91.09,89.72,✅ Price > EMA10 > EMA20 > EMA40
NOC,🟢 BULLISH (Above All EMAs),727.78,712.52,696.18,667.42,✅ Price > EMA10 > EMA20 > EMA40
HWM,🟢 BULLISH (Above All EMAs),255.99,244.9,234.79,224.54,✅ Price > EMA10 > EMA20 > EMA40
DUK,🟢 BULLISH (Above All EMAs),127.68,125.38,123.33,121.29,✅ Price > EMA10 > EMA20 > EMA40
WDC,🟢 BULLISH (Above All EMAs),283.77,281.59,270.23,246.01,✅ Price > EMA10 > EMA20 > EMA40
EQIX,🟢 BULLISH (Above All EMAs),939.77,911.31,878.74,842.57,✅ Price > EMA10 > EMA20 > EMA40
SNDK,🟢 BULLISH (Above All EMAs),689.62,622.31,579.91,497.52,✅ Price > EMA10 > EMA20 > EMA40
FCX,🟢 BULLISH (Above All EMAs),64.92,63.13,62.02,58.97,✅ Price > EMA10 > EMA20 > EMA40
AMT,🟢 BULLISH (Above All EMAs),190.45,185.67,182.63,180.32,✅ Price > EMA10 > EMA20 > EMA40
WMB,🟢 BULLISH (Above All EMAs),72.86,71.26,69.18,66.4,✅ Price > EMA10 > EMA20 > EMA40
FDX,🟢 BULLISH (Above All EMAs),382.51,374.6,359.31,336.61,✅ Price > EMA10 > EMA20 > EMA40
ITW,🟢 BULLISH (Above All EMAs),293.47,292.78,285.41,274.58,✅ Price > EMA10 > EMA20 > EMA40
ECL,🟢 BULLISH (Above All EMAs),304.07,299.76,293.82,285.62,✅ Price > EMA10 > EMA20 > EMA40
JCI,🟢 BULLISH (Above All EMAs),142.8,139.44,133.99,127.64,✅ Price > EMA10 > EMA20 > EMA40
WELL,🟢 BULLISH (Above All EMAs),209.52,205.98,200.69,195.73,✅ Price > EMA10 > EMA20 > EMA40
REGN,🟢 BULLISH (Above All EMAs),784.54,781.47,775.23,763.73,✅ Price > EMA10 > EMA20 > EMA40
LMT,🟢 BULLISH (Above All EMAs),662.17,647.51,628.03,592.5,✅ Price > EMA10 > EMA20 > EMA40
UNP,🟢 BULLISH (Above All EMAs),263.32,260.29,253.32,245.13,✅ Price > EMA10 > EMA20 > EMA40
XOM,🟢 BULLISH (Above All EMAs),149.88,148.39,144.64,137.58,✅ Price > EMA10 > EMA20 > EMA40
JNJ,🟢 BULLISH (Above All EMAs),245.44,242.19,236.68,227.53,✅ Price > EMA10 > EMA20 > EMA40
MU,🟢 BULLISH (Above All EMAs),421.4,412.65,400.81,370.53,✅ Price > EMA10 > EMA20 > EMA40
ABBV,🟢 BULLISH (Above All EMAs),228.85,226.34,224.79,223.75,✅ Price > EMA10 > EMA20 > EMA40
PG,🟢 BULLISH (Above All EMAs),164.33,159.51,156.54,152.61,✅ Price > EMA10 > EMA20 > EMA40
CVX,🟢 BULLISH (Above All EMAs),184.17,181.91,177.75,170.79,✅ Price > EMA10 > EMA20 > EMA40
CAT,🟢 BULLISH (Above All EMAs),757.13,748.62,721.98,680.94,✅ Price > EMA10 > EMA20 > EMA40
KO,🟢 BULLISH (Above All EMAs),80.44,78.91,77.31,75.06,✅ Price > EMA10 > EMA20 > EMA40
GE,🟢 BULLISH (Above All EMAs),339.13,327.54,320.71,314.99,✅ Price > EMA10 > EMA20 > EMA40
MRK,🟢 BULLISH (Above All EMAs),123.49,120.67,117.76,113.0,✅ Price > EMA10 > EMA20 > EMA40
PM,🟢 BULLISH (Above All EMAs),186.25,183.87,180.89,174.81,✅ Price > EMA10 > EMA20 > EMA40
LRCX,🟢 BULLISH (Above All EMAs),239.34,236.23,230.65,217.29,✅ Price > EMA10 > EMA20 > EMA40
AMAT,🟢 BULLISH (Above All EMAs),372.07,355.61,340.67,319.15,✅ Price > EMA10 > EMA20 > EMA40
RTX,🟢 BULLISH (Above All EMAs),204.33,201.91,199.5,194.75,✅ Price > EMA10 > EMA20 > EMA40
TMUS,🟢 BULLISH (Above All EMAs),219.58,212.48,206.75,203.28,✅ Price > EMA10 > EMA20 > EMA40
MCD,🟢 BULLISH (Above All EMAs),332.49,327.48,323.49,318.36,✅ Price > EMA10 > EMA20 > EMA40
PEP,🟢 BULLISH (Above All EMAs),167.17,164.73,161.31,156.16,✅ Price > EMA10 > EMA20 > EMA40
LIN,🟢 BULLISH (Above All EMAs),495.36,481.67,470.52,457.04,✅ Price > EMA10 > EMA20 > EMA40
GEV,🟢 BULLISH (Above All EMAs),819.49,808.62,778.01,734.49,✅ Price > EMA10 > EMA20 > EMA40
VZ,🟢 BULLISH (Above All EMAs),50.04,48.34,46.51,44.24,✅ Price > EMA10 > EMA20 > EMA40
TXN,🟢 BULLISH (Above All EMAs),222.0,221.17,216.37,205.89,✅ Price > EMA10 > EMA20 > EMA40
T,🟢 BULLISH (Above All EMAs),28.7,27.95,27.12,26.17,✅ Price > EMA10 > EMA20 > EMA40
AMGN,🟢 BULLISH (Above All EMAs),381.46,371.67,362.83,350.68,✅ Price > EMA10 > EMA20 > EMA40
KLAC,🟢 BULLISH (Above All EMAs),1467.28,1465.32,1455.02,1414.52,✅ Price > EMA10 > EMA20 > EMA40
NEE,🟢 BULLISH (Above All EMAs),93.5,91.65,89.87,87.35,✅ Price > EMA10 > EMA20 > EMA40
APH,🟢 BULLISH (Above All EMAs),149.74,147.51,146.23,144.27,✅ Price > EMA10 > EMA20 > EMA40
TJX,🟢 BULLISH (Above All EMAs),156.07,155.57,154.57,153.61,✅ Price > EMA10 > EMA20 > EMA40
ADI,🟢 BULLISH (Above All EMAs),353.73,340.57,329.32,312.9,✅ Price > EMA10 > EMA20 > EMA40
DE,🟢 BULLISH (Above All EMAs),648.47,617.95,588.26,553.02,✅ Price > EMA10 > EMA20 > EMA40
HON,🟢 BULLISH (Above All EMAs),243.0,240.42,234.79,224.96,✅ Price > EMA10 > EMA20 > EMA40
DOV,🟢 BULLISH (Above All EMAs),229.87,229.05,223.05,214.14,✅ Price > EMA10 > EMA20 > EMA40
MNST,🟢 BULLISH (Above All EMAs),84.75,82.63,81.67,79.9,✅ Price > EMA10 > EMA20 > EMA40
CTAS,🟢 BULLISH (Above All EMAs),198.95,196.87,195.22,193.2,✅ Price > EMA10 > EMA20 > EMA40
HSY,🟢 BULLISH (Above All EMAs),225.26,220.77,214.4,204.87,✅ Price > EMA10 > EMA20 > EMA40
ETR,🟢 BULLISH (Above All EMAs),104.28,102.21,99.95,97.52,✅ Price > EMA10 > EMA20 > EMA40
YUM,🟢 BULLISH (Above All EMAs),165.43,161.66,159.55,156.75,✅ Price > EMA10 > EMA20 > EMA40
FIX,🟢 BULLISH (Above All EMAs),1410.42,1342.36,1272.83,1182.29,✅ Price > EMA10 > EMA20 > EMA40
OXY,🟢 BULLISH (Above All EMAs),52.29,48.73,47.04,45.29,✅ Price > EMA10 > EMA20 > EMA40
KR,🟢 BULLISH (Above All EMAs),67.81,67.79,66.68,65.36,✅ Price > EMA10 > EMA20 > EMA40
WAB,🟢 BULLISH (Above All EMAs),261.54,256.09,248.25,237.8,✅ Price > EMA10 > EMA20 > EMA40
SYY,🟢 BULLISH (Above All EMAs),89.5,88.64,86.21,82.72,✅ Price > EMA10 > EMA20 > EMA40
PEG,🟢 BULLISH (Above All EMAs),86.07,84.7,83.32,82.04,✅ Price > EMA10 > EMA20 > EMA40
CIEN,🟢 BULLISH (Above All EMAs),337.89,309.23,289.77,266.42,✅ Price > EMA10 > EMA20 > EMA40
VTR,🟢 BULLISH (Above All EMAs),86.32,84.75,82.73,80.57,✅ Price > EMA10 > EMA20 > EMA40
KDP,🟢 BULLISH (Above All EMAs),29.79,29.22,28.79,28.37,✅ Price > EMA10 > EMA20 > EMA40
ED,🟢 BULLISH (Above All EMAs),111.84,110.35,108.31,105.39,✅ Price > EMA10 > EMA20 > EMA40
MLM,🟢 BULLISH (Above All EMAs),682.94,675.36,669.28,658.31,✅ Price > EMA10 > EMA20 > EMA40
KEYS,🟢 BULLISH (Above All EMAs),243.09,236.74,230.71,221.72,✅ Price > EMA10 > EMA20 > EMA40
GRMN,🟢 BULLISH (Above All EMAs),246.59,228.11,219.15,213.59,✅ Price > EMA10 > EMA20 > EMA40
ODFL,🟢 BULLISH (Above All EMAs),194.46,194.29,189.86,180.73,✅ Price > EMA10 > EMA20 > EMA40
EL,🟢 BULLISH (Above All EMAs),112.69,110.58,110.37,109.26,✅ Price > EMA10 > EMA20 > EMA40
PCG,🟢 BULLISH (Above All EMAs),18.39,17.67,17.02,16.46,✅ Price > EMA10 > EMA20 > EMA40
WEC,🟢 BULLISH (Above All EMAs),115.11,113.64,112.07,110.23,✅ Price > EMA10 > EMA20 > EMA40
LYV,🟢 BULLISH (Above All EMAs),159.28,155.47,151.7,148.35,✅ Price > EMA10 > EMA20 > EMA40
KMB,🟢 BULLISH (Above All EMAs),110.24,107.88,105.82,104.38,✅ Price > EMA10 > EMA20 > EMA40
GEHC,🟢 BULLISH (Above All EMAs),82.84,81.9,81.5,81.38,✅ Price > EMA10 > EMA20 > EMA40
ACGL,🟢 BULLISH (Above All EMAs),98.36,98.31,97.52,96.2,✅ Price > EMA10 > EMA20 > EMA40
EQT,🟢 BULLISH (Above All EMAs),59.19,58.26,57.04,56.04,✅ Price > EMA10 > EMA20 > EMA40
RMD,🟢 BULLISH (Above All EMAs),260.52,258.35,257.76,256.11,✅ Price > EMA10 > EMA20 > EMA40
KVUE,🟢 BULLISH (Above All EMAs),18.9,18.51,18.14,17.69,✅ Price > EMA10 > EMA20 > EMA40
EME,🟢 BULLISH (Above All EMAs),806.55,789.6,763.77,726.83,✅ Price > EMA10 > EMA20 > EMA40
NRG,🟢 BULLISH (Above All EMAs),176.55,169.24,163.39,160.12,✅ Price > EMA10 > EMA20 > EMA40
TRGP,🟢 BULLISH (Above All EMAs),228.6,222.43,213.84,202.24,✅ Price > EMA10 > EMA20 > EMA40
MDLZ,🟢 BULLISH (Above All EMAs),60.11,59.92,59.41,58.33,✅ Price > EMA10 > EMA20 > EMA40
XEL,🟢 BULLISH (Above All EMAs),82.81,80.07,78.57,77.38,✅ Price > EMA10 > EMA20 > EMA40
EXC,🟢 BULLISH (Above All EMAs),47.97,46.9,46.01,45.29,✅ Price > EMA10 > EMA20 > EMA40
CL,🟢 BULLISH (Above All EMAs),97.26,94.99,92.67,88.8,✅ Price > EMA10 > EMA20 > EMA40
PWR,🟢 BULLISH (Above All EMAs),549.95,529.13,509.72,486.91,✅ Price > EMA10 > EMA20 > EMA40
MSI,🟢 BULLISH (Above All EMAs),466.16,448.42,433.14,416.99,✅ Price > EMA10 > EMA20 > EMA40
SLB,🟢 BULLISH (Above All EMAs),51.05,50.67,49.63,47.1,✅ Price > EMA10 > EMA20 > EMA40
CSX,🟢 BULLISH (Above All EMAs),41.63,41.11,40.08,38.72,✅ Price > EMA10 > EMA20 > EMA40
NSC,🟢 BULLISH (Above All EMAs),312.57,312.27,306.67,300.0,✅ Price > EMA10 > EMA20 > EMA40
KMI,🟢 BULLISH (Above All EMAs),32.69,31.96,31.04,29.78,✅ Price > EMA10 > EMA20 > EMA40
WBD,🟢 BULLISH (Above All EMAs),28.85,28.38,28.17,27.75,✅ Price > EMA10 > EMA20 > EMA40
RSG,🟢 BULLISH (Above All EMAs),221.93,220.6,219.27,217.33,✅ Price > EMA10 > EMA20 > EMA40
COR,🟢 BULLISH (Above All EMAs),365.77,359.91,357.05,352.95,✅ Price > EMA10 > EMA20 > EMA40
AEP,🟢 BULLISH (Above All EMAs),131.1,126.99,123.99,121.05,✅ Price > EMA10 > EMA20 > EMA40
TEL,🟢 BULLISH (Above All EMAs),232.12,230.59,228.91,228.72,✅ Price > EMA10 > EMA20 > EMA40
TRV,🟢 BULLISH (Above All EMAs),305.15,299.3,294.88,290.35,✅ Price > EMA10 > EMA20 > EMA40
APD,🟢 BULLISH (Above All EMAs),282.58,281.81,278.03,270.98,✅ Price > EMA10 > EMA20 > EMA40
LHX,🟢 BULLISH (Above All EMAs),356.01,351.1,347.06,336.38,✅ Price > EMA10 > EMA20 > EMA40
AZO,🟢 BULLISH (Above All EMAs),3813.87,3751.95,3713.04,3672.35,✅ Price > EMA10 > EMA20 > EMA40
EOG,🟢 BULLISH (Above All EMAs),121.64,119.66,116.31,112.72,✅ Price > EMA10 > EMA20 > EMA40
ROST,🟢 BULLISH (Above All EMAs),199.03,197.25,194.38,189.87,✅ Price > EMA10 > EMA20 > EMA40
SPG,🟢 BULLISH (Above All EMAs),200.24,198.2,195.18,191.25,✅ Price > EMA10 > EMA20 > EMA40
SRE,🟢 BULLISH (Above All EMAs),93.32,91.95,90.6,89.71,✅ Price > EMA10 > EMA20 > EMA40
BKR,🟢 BULLISH (Above All EMAs),63.48,61.08,58.93,55.72,✅ Price > EMA10 > EMA20 > EMA40
O,🟢 BULLISH (Above All EMAs),66.66,65.13,63.7,61.77,✅ Price > EMA10 > EMA20 > EMA40
MPWR,🟢 BULLISH (Above All EMAs),1180.43,1177.18,1150.81,1098.93,✅ Price > EMA10 > EMA20 > EMA40
URI,🟢 BULLISH (Above All EMAs),884.16,879.31,874.08,869.47,✅ Price > EMA10 > EMA20 > EMA40
OKE,🟢 BULLISH (Above All EMAs),87.0,85.24,82.59,79.11,✅ Price > EMA10 > EMA20 > EMA40
CAH,🟢 BULLISH (Above All EMAs),226.32,222.85,219.72,214.18,✅ Price > EMA10 > EMA20 > EMA40
BDX,🟢 BULLISH (Above All EMAs),182.35,177.95,172.39,166.2,✅ Price > EMA10 > EMA20 > EMA40
CTVA,🟢 BULLISH (Above All EMAs),76.08,75.47,74.25,72.26,✅ Price > EMA10 > EMA20 > EMA40
TER,🟢 BULLISH (Above All EMAs),314.18,308.16,289.74,261.61,✅ Price > EMA10 > EMA20 > EMA40
FANG,🟢 BULLISH (Above All EMAs),174.05,170.9,166.62,161.16,✅ Price > EMA10 > EMA20 > EMA40
AIG,🟢 BULLISH (Above All EMAs),79.98,78.69,77.64,77.52,✅ Price > EMA10 > EMA20 > EMA40
